"","INSTNM","CITY","INSTURL","Ranking","ADM_RATE","CONTROL","HIGHDEG","FAMINC"
"2985","KD Conservatory College of Film and Dramatic Arts","Dallas","www.KDSTUDIO.COM","> 230","0.8214","Private for-profit","Associate degree","33431.390244"
"2986","Kean University","Union","www.kean.edu","> 230","0.744","Public","Graduate degree","50748.523827"
"2987","Keck Graduate Institute","Claremont","www.kgi.edu","> 230","NULL","Private nonprofit","Graduate degree","30412.572727"
"2988","Keene Beauty Academy","Keene","WWW.KEENEBEAUTYACADEMY.edu","> 230","NULL","Private for-profit","Certificate degree","28881.591837"
"2989","Keene State College","Keene","www.keene.edu","> 230","0.8253","Public","Graduate degree","93982.468348"
"2990","Kehilath Yakov Rabbinical Seminary","Ossining","kehilathyakov.com","> 230","NULL","Private nonprofit","Bachelor's degree","20196.283582"
"2991","Keiser University-Ft Lauderdale","Fort Lauderdale","www.keiseruniversity.edu","> 230","NULL","Private nonprofit","Graduate degree","30044.945738"
"2992","Kellogg Community College","Battle Creek","www.kellogg.edu","> 230","NULL","Public","Associate degree","31704.607177"
"2993","Kendall College","Chicago","www.kendall.edu","> 230","0.8377","Private for-profit","Bachelor's degree","43297.093207"
"2994","Kennebec Valley Community College","Fairfield","www.kvcc.me.edu","> 230","NULL","Public","Associate degree","34964.106101"
"2995","Kennesaw State University","Kennesaw","www.kennesaw.edu","> 230","0.585","Public","Graduate degree","62194.42875"
"2996","Kenneth Shuler School of Cosmetology-Columbia","Columbia","www.kennethshuler.com","> 230","NULL","Private for-profit","Certificate degree","24431.681416"
"2997","Kenneth Shuler School of Cosmetology-Florence","Florence","www.kennethshuler.com","> 230","NULL","Private for-profit","Certificate degree","21542.785417"
"2998","Kenneth Shuler School of Cosmetology-Goose Creek","Goose Creek","www.kennethshuler.com","> 230","NULL","Private for-profit","Certificate degree","24431.681416"
"2999","Kenneth Shuler School of Cosmetology-Greenville","Greenville","kennethshuler.com","> 230","NULL","Private for-profit","Certificate degree","26584.29661"
"3000","Kenneth Shuler School of Cosmetology-North Augusta","North Augusta","www.kennethshuler.com","> 230","NULL","Private for-profit","Certificate degree","21542.785417"
"3001","Kenneth Shuler School of Cosmetology-Rock Hill","Rock Hill","www.kennethshuler.com","> 230","NULL","Private for-profit","Certificate degree","26584.29661"
"3002","Kenneth Shuler School of Cosmetology-Spartanburg","Spartanburg","www.kennethshuler.com","> 230","NULL","Private for-profit","Certificate degree","24431.681416"
"3003","Kenneth Shuler School of Cosmetology and Nails-Columbia","Columbia","www.kennethshuler.com","> 230","NULL","Private for-profit","Certificate degree","24431.681416"
"3004","Kenny's Academy of Barbering","Indianapolis","kennysacademy.com","> 230","NULL","Private for-profit","Certificate degree","16617.166667"
"3005","Kenrick Glennon Seminary","Saint Louis","www.kenrick.edu","> 230","1","Private nonprofit","Graduate degree","PrivacySuppressed"
"3006","Kent State University at Ashtabula","Ashtabula","www.kent.edu/ashtabula","> 230","NULL","Public","Bachelor's degree","64075.114981"
"3007","Kent State University at East Liverpool","East Liverpool","www.kent.edu/columbiana","> 230","NULL","Public","Bachelor's degree","64075.114981"
"3008","Kent State University at Geauga","Burton","www.kent.edu/geauga","> 230","NULL","Public","Bachelor's degree","64075.114981"
"3009","Kent State University at Kent","Kent","www.kent.edu","> 230","0.8536","Public","Graduate degree","64075.114981"
"3010","Kent State University at Salem","Salem","www.kent.edu/columbiana","> 230","NULL","Public","Bachelor's degree","64075.114981"
"3011","Kent State University at Stark","Canton","www.kent.edu/stark","> 230","NULL","Public","Bachelor's degree","64075.114981"
"3012","Kent State University at Trumbull","Warren","www.kent.edu/trumbull","> 230","NULL","Public","Bachelor's degree","64075.114981"
"3013","Kent State University at Tuscarawas","New Philadelphia","www.kent.edu/tusc","> 230","NULL","Public","Bachelor's degree","64075.114981"
"3014","Kentucky Christian University","Grayson","www.kcu.edu","> 230","0.388","Private nonprofit","Graduate degree","55887.428105"
"3015","Kentucky Horseshoeing School","Richmond","www.kentuckyhorseshoeingschool.com","> 230","NULL","Private for-profit","Certificate degree","32367.446429"
"3016","Kentucky Mountain Bible College","Jackson","www.kmbc.edu/","> 230","0.5763","Private nonprofit","Bachelor's degree","39556.953488"
"3017","Kentucky State University","Frankfort","www.kysu.edu","> 230","0.49","Public","Graduate degree","37607.904628"
"3018","Kentucky Wesleyan College","Owensboro","https://kwc.edu/","> 230","0.5722","Private nonprofit","Bachelor's degree","59682.646226"
"3019","Kenyon College","Gambier","www.kenyon.edu/","> 230","0.2658","Private nonprofit","Bachelor's degree","137787.54494"
"3020","Kettering College","Kettering","kc.edu","> 230","0.9921","Private nonprofit","Graduate degree","56882.28754"
"3021","Kettering University","Flint","www.kettering.edu/","> 230","0.7183","Private nonprofit","Graduate degree","94822.363497"
"3022","Keuka College","Keuka Park","www.keuka.edu","> 230","0.77","Private nonprofit","Graduate degree","55430.589448"
"3023","Keune Academy by 124","Lawrenceville","www.keuneacademyby124.edu","> 230","NULL","Private for-profit","Certificate degree","47075.756757"
"3024","Keweenaw Bay Ojibwa Community College","Baraga","www.kbocc.edu","> 230","NULL","Public","Associate degree","19128.3"
"3025","Key College","Fort Lauderdale","www.keycollege.edu","> 230","1","Private for-profit","Associate degree","40517.883495"
"3026","Keystone College","La Plume","www.keystone.edu","> 230","0.9763","Private nonprofit","Graduate degree","55622.682353"
"3027","Keystone Technical Institute","Harrisburg","www.kti.edu","> 230","NULL","Private for-profit","Associate degree","30602.52"
"3028","Kiamichi Technology Center-Atoka","Atoka","www.ktc.edu","> 230","NULL","Public","Certificate degree","18421.75804"
"3029","Kiamichi Technology Center-Durant","Durant","https://www.ktc.edu","> 230","NULL","Public","Certificate degree","18421.75804"
"3030","Kiamichi Technology Center-Hugo","Hugo","www.ktc.edu","> 230","NULL","Public","Certificate degree","18421.75804"
"3031","Kiamichi Technology Center-Idabel","Idabel","www.ktc.edu","> 230","NULL","Public","Certificate degree","18421.75804"
"3032","Kiamichi Technology Center-McAlester","McAlester","www.ktc.edu","> 230","NULL","Public","Certificate degree","18421.75804"
"3033","Kiamichi Technology Center-Poteau","Poteau","www.ktc.edu","> 230","NULL","Public","Certificate degree","18421.75804"
"3034","Kiamichi Technology Center-Spiro","Spiro","www.ktc.edu/locations/spiro.aspx","> 230","NULL","Public","Certificate degree","18421.75804"
"3035","Kiamichi Technology Center-Stigler","Stigler","www.ktc.edu","> 230","NULL","Public","Certificate degree","18421.75804"
"3036","Kiamichi Technology Centers-Talihina Campus","Talihina","www.ktc.edu","> 230","NULL","Public","Certificate degree","18421.75804"
"3037","Kilgore College","Kilgore","https://www.kilgore.edu","> 230","NULL","Public","Associate degree","30507.385965"
"3038","King's College","Wilkes-Barre","www.kings.edu","> 230","0.709","Private nonprofit","Graduate degree","88149.339423"
"3039","King's College","Charlotte","www.kingscollegecharlotte.edu","> 230","0.885","Private for-profit","Associate degree","33301.775238"
"3040","King University","Bristol","www.king.edu","> 230","0.5141","Private nonprofit","Graduate degree","44572.843619"
"3041","Kirksville Area Technical Center","Kirksville","kirksviller3.wixsite.com/katc","> 230","0.8571","Public","Certificate degree","18389.297297"
"3042","Kirkwood Community College","Cedar Rapids","www.kirkwood.edu","> 230","NULL","Public","Associate degree","44667.259399"
"3043","Kirtland Community College","Roscommon","www.kirtland.edu","> 230","NULL","Public","Associate degree","30188.990465"
"3044","Kishwaukee College","Malta","www.kish.edu","> 230","NULL","Public","Associate degree","30226.763224"
"3045","Klamath Community College","Klamath Falls","https://www.klamathcc.edu","> 230","NULL","Public","Associate degree","25381.557783"
"3046","Knox Beauty College","Knox","www.kbc.edu","> 230","NULL","Private for-profit","Certificate degree","22032.857143"
"3047","Knox College","Galesburg","https://www.knox.edu","> 230","0.6521","Private nonprofit","Bachelor's degree","75120.396584"
"3048","Knox County Career Center","Mount Vernon","www.KnoxTechnicalCenter.com","> 230","NULL","Public","Certificate degree","28283.125683"
"3049","Kutztown University of Pennsylvania","Kutztown","www.kutztown.edu/","> 230","0.7977","Public","Graduate degree","75529.329268"
"3050","Kuyper College","Grand Rapids","www.kuyper.edu","> 230","0.7338","Private nonprofit","Bachelor's degree","60466.947368"
"3051","L'Academie de Cuisine","Gaithersburg","www.lacademie.com","> 230","NULL","Private for-profit","Certificate degree","64862.818182"
"3052","L'Ecole Culinaire-Kansas City","Kansas City","www.lecole.edu","> 230","NULL","Private for-profit","Associate degree","21541.024045"
"3053","L'Ecole Culinaire-Memphis","Cordova","www.vatterott.edu","> 230","NULL","Private for-profit","Associate degree","21366.22205"
"3054","L'Ecole Culinaire-St Louis","St. Louis","www.lecoleculinaire.com","> 230","NULL","Private for-profit","Associate degree","21541.024045"
"3055","L'esprit Academy","Livonia","www.lespritacademy.com","> 230","NULL","Private for-profit","Certificate degree","31169.991111"
"3056","L T International Beauty School","Philadelphia","www.ltinternationalbeautyschoolinc.com","> 230","NULL","Private for-profit","Certificate degree","6143.7916667"
"3057","L3 Commercial Training Solutions Airline Academy","Sanford","https://www.afa.edu","> 230","NULL","Private for-profit","Certificate degree","55665.78481"
"3058","La'James International College","Fremont","www.ljic.edu","> 230","NULL","Private for-profit","Certificate degree","22603.542857"
"3059","La Belle Beauty Academy","Miami","www.Labellebeauty.net","> 230","NULL","Private for-profit","Certificate degree","8564.7823129"
"3060","La Belle Beauty School","Hialeah","labellebeauty.net","> 230","NULL","Private for-profit","Certificate degree","7708.0421053"
"3061","La James College of Hairstyling and Cosmetology","Mason City","www.lajames.edu","> 230","NULL","Private for-profit","Certificate degree","34921.126582"
"3062","La James International College-Cedar Falls","Cedar Falls","www.ljic.edu","> 230","NULL","Private for-profit","Certificate degree","23975.823529"
"3063","La James International College-Davenport","Davenport","www.ljic.edu","> 230","NULL","Private for-profit","Certificate degree","26917.834437"
"3064","La James International College-East Moline","East Moline","www.ljic.edu","> 230","NULL","Private for-profit","Certificate degree","14549.666667"
"3065","La James International College-Ft Dodge","Fort Dodge","www.ljic.edu","> 230","NULL","Private for-profit","Certificate degree","23392.666667"
"3066","La James International College-Iowa City","Iowa City","www.ljic.edu","> 230","NULL","Private for-profit","Certificate degree","31963.216867"
"3067","La James International College-Johnston","Johnston","www.ljic.edu","> 230","NULL","Private for-profit","Certificate degree","32103.422764"
"3068","La Roche College","Pittsburgh","www.laroche.edu","> 230","0.9227","Private nonprofit","Graduate degree","63725.03177"
"3069","La Salle University","Philadelphia","www.lasalle.edu","> 230","0.7684","Private nonprofit","Graduate degree","65424.887214"
"3070","La Sierra University","Riverside","https://lasierra.edu","> 230","0.4593","Private nonprofit","Graduate degree","61767.995825"
"3071","LaBarberia Institute of Hair","Mayfield Hts","www.labarberiainstitute.com","> 230","NULL","Private for-profit","Certificate degree","15922.693252"
"3072","Labette Community College","Parsons","www.labette.edu","> 230","NULL","Public","Associate degree","35553.780031"
"3073","Laboure College","Milton","www.laboure.edu/about-labour-","> 230","0.2674","Private nonprofit","Bachelor's degree","48535.858081"
"3074","Lac Courte Oreilles Ojibwa Community College","Hayward","www.lco.edu","> 230","NULL","Public","Associate degree","11272.814607"
"3075","Lackawanna College","Scranton","www.lackawanna.edu","> 230","NULL","Private nonprofit","Associate degree","41020.589679"
"3076","Lafayette College","Easton","https://www.lafayette.edu/","> 230","0.2829","Private nonprofit","Bachelor's degree","141097.93562"
"3077","LaGrange College","Lagrange","www.lagrange.edu","> 230","0.5772","Private nonprofit","Graduate degree","65512.547579"
"3078","Laguna College of Art and Design","Laguna Beach","www.lcad.edu","> 230","0.3919","Private nonprofit","Graduate degree","74378.21256"
"3079","Laird Institute of Spa Therapy","Manchester","www.lairdinstitute.com","> 230","NULL","Private for-profit","Certificate degree","37167.567568"
"3080","Lake-Sumter State College","Leesburg","www.lssc.edu","> 230","NULL","Public","Bachelor's degree","30970.914397"
"3081","Lake Area Technical Institute","Watertown","www.lakeareatech.edu","> 230","NULL","Public","Associate degree","58930.845296"
